Type, Location, Status, Num
其他交通,山东,不限,910
其他交通,山东,正在进行,0
其他交通,山东,即将开始,1
其他交通,山东,已结束,882
其他交通,山东,中止,9
其他交通,山东,撤回,18
其他交通,河南,不限,312
其他交通,河南,正在进行,0
其他交通,河南,即将开始,0
其他交通,河南,已结束,296
其他交通,河南,中止,2
其他交通,河南,撤回,14
其他交通,湖北,不限,20
其他交通,湖北,正在进行,2
其他交通,湖北,即将开始,0
其他交通,湖北,已结束,17
其他交通,湖北,中止,1
其他交通,湖北,撤回,0
其他交通,湖南,不限,131
其他交通,湖南,正在进行,0
其他交通,湖南,即将开始,2
其他交通,湖南,已结束,123
其他交通,湖南,中止,3
其他交通,湖南,撤回,3
其他交通,广东,不限,147
其他交通,广东,正在进行,0
其他交通,广东,即将开始,0
其他交通,广东,已结束,138
其他交通,广东,中止,2
其他交通,广东,撤回,7
其他交通,广西,不限,79
其他交通,广西,正在进行,0
其他交通,广西,即将开始,1
其他交通,广西,已结束,73
其他交通,广西,中止,1
其他交通,广西,撤回,4
其他交通,海南,不限,10
其他交通,海南,正在进行,0
其他交通,海南,即将开始,2
其他交通,海南,已结束,8
其他交通,海南,中止,0
其他交通,海南,撤回,0
其他交通,重庆,不限,35
其他交通,重庆,正在进行,0
其他交通,重庆,即将开始,0
其他交通,重庆,已结束,35
其他交通,重庆,中止,0
其他交通,重庆,撤回,0
其他交通,四川,不限,38
其他交通,四川,正在进行,0
其他交通,四川,即将开始,2
其他交通,四川,已结束,35
其他交通,四川,中止,0
其他交通,四川,撤回,1
其他交通,贵州,不限,55
其他交通,贵州,正在进行,1
其他交通,贵州,即将开始,0
其他交通,贵州,已结束,54
其他交通,贵州,中止,0
其他交通,贵州,撤回,0
其他交通,云南,不限,79
其他交通,云南,正在进行,0
其他交通,云南,即将开始,2
其他交通,云南,已结束,73
其他交通,云南,中止,2
其他交通,云南,撤回,2
其他交通,西藏,不限,0
其他交通,西藏,正在进行,0
其他交通,西藏,即将开始,0
其他交通,西藏,已结束,0
其他交通,西藏,中止,0
其他交通,西藏,撤回,0
其他交通,陕西,不限,107
其他交通,陕西,正在进行,1
其他交通,陕西,即将开始,0
其他交通,陕西,已结束,89
其他交通,陕西,中止,1
其他交通,陕西,撤回,16
其他交通,甘肃,不限,119
其他交通,甘肃,正在进行,0
其他交通,甘肃,即将开始,0
其他交通,甘肃,已结束,116
其他交通,甘肃,中止,2
其他交通,甘肃,撤回,1
其他交通,青海,不限,15
其他交通,青海,正在进行,0
其他交通,青海,即将开始,0
其他交通,青海,已结束,15
其他交通,青海,中止,0
其他交通,青海,撤回,0
其他交通,宁夏,不限,28
其他交通,宁夏,正在进行,0
其他交通,宁夏,即将开始,1
其他交通,宁夏,已结束,26
其他交通,宁夏,中止,0
其他交通,宁夏,撤回,1
其他交通,新疆,不限,117
其他交通,新疆,正在进行,0
其他交通,新疆,即将开始,1
其他交通,新疆,已结束,105
其他交通,新疆,中止,11
其他交通,新疆,撤回,0
股权,不限,不限,20548
股权,不限,正在进行,62
股权,不限,即将开始,327
股权,不限,已结束,18002
股权,不限,中止,802
股权,不限,撤回,1355
股权,北京,不限,257
股权,北京,正在进行,2
股权,北京,即将开始,6
股权,北京,已结束,210
股权,北京,中止,9
股权,北京,撤回,27
股权,天津,不限,67
股权,天津,正在进行,0
股权,天津,即将开始,1
股权,天津,已结束,61
股权,天津,中止,5
股权,天津,撤回,0
股权,河北,不限,322
股权,河北,正在进行,2
股权,河北,即将开始,8
股权,河北,已结束,275
股权,河北,中止,18
股权,河北,撤回,19
股权,山西,不限,180
股权,山西,正在进行,0
股权,山西,即将开始,3
股权,山西,已结束,159
股权,山西,中止,7
股权,山西,撤回,11
股权,内蒙古,不限,446
股权,内蒙古,正在进行,2
股权,内蒙古,即将开始,7
股权,内蒙古,已结束,398
股权,内蒙古,中止,15
股权,内蒙古,撤回,22
股权,辽宁,不限,115
股权,辽宁,正在进行,1
股权,辽宁,即将开始,1
股权,辽宁,已结束,99
股权,辽宁,中止,3
股权,辽宁,撤回,8
股权,吉林,不限,81
股权,吉林,正在进行,0
股权,吉林,即将开始,2
股权,吉林,已结束,68
股权,吉林,中止,6
股权,吉林,撤回,5
股权,黑龙江,不限,65
股权,黑龙江,正在进行,1
股权,黑龙江,即将开始,1
股权,黑龙江,已结束,52
股权,黑龙江,中止,3
股权,黑龙江,撤回,8
股权,上海,不限,248
股权,上海,正在进行,1
股权,上海,即将开始,21
股权,上海,已结束,207
股权,上海,中止,7
股权,上海,撤回,12
股权,江苏,不限,4563
股权,江苏,正在进行,1
股权,江苏,即将开始,23
股权,江苏,已结束,4130
股权,江苏,中止,118
股权,江苏,撤回,288
股权,浙江,不限,4091
股权,浙江,正在进行,7
股权,浙江,即将开始,66
股权,浙江,已结束,3671
股权,浙江,中止,113
股权,浙江,撤回,232
股权,安徽,不限,587
股权,安徽,正在进行,10
股权,安徽,即将开始,13
股权,安徽,已结束,514
股权,安徽,中止,14
股权,安徽,撤回,36
股权,福建,不限,677
股权,福建,正在进行,5
股权,福建,即将开始,15
股权,福建,已结束,598
股权,福建,中止,15
股权,福建,撤回,44
股权,江西,不限,459
股权,江西,正在进行,4
股权,江西,即将开始,13
股权,江西,已结束,393
股权,江西,中止,17
股权,江西,撤回,32
股权,山东,不限,1475
股权,山东,正在进行,3
股权,山东,即将开始,15
股权,山东,已结束,1309
股权,山东,中止,46
股权,山东,撤回,102
股权,河南,不限,2498
股权,河南,正在进行,7
股权,河南,即将开始,37
股权,河南,已结束,2179
股权,河南,中止,117
股权,河南,撤回,158
股权,湖北,不限,405
股权,湖北,正在进行,0
股权,湖北,即将开始,11
股权,湖北,已结束,349
股权,湖北,中止,20
股权,湖北,撤回,25
股权,湖南,不限,396
股权,湖南,正在进行,1
股权,湖南,即将开始,9
股权,湖南,已结束,325
股权,湖南,中止,18
股权,湖南,撤回,43
股权,广东,不限,1011
股权,广东,正在进行,2
股权,广东,即将开始,28
股权,广东,已结束,867
股权,广东,中止,39
股权,广东,撤回,75
股权,广西,不限,386
股权,广西,正在进行,2
股权,广西,即将开始,8
股权,广西,已结束,304
股权,广西,中止,11
股权,广西,撤回,61
股权,海南,不限,68
股权,海南,正在进行,1
股权,海南,即将开始,1
股权,海南,已结束,58
股权,海南,中止,2
股权,海南,撤回,6
股权,重庆,不限,146
股权,重庆,正在进行,2
股权,重庆,即将开始,7
股权,重庆,已结束,119
股权,重庆,中止,7
股权,重庆,撤回,11
股权,四川,不限,931
股权,四川,正在进行,2
股权,四川,即将开始,12
股权,四川,已结束,764
股权,四川,中止,117
股权,四川,撤回,36
股权,贵州,不限,291
股权,贵州,正在进行,3
股权,贵州,即将开始,7
股权,贵州,已结束,248
股权,贵州,中止,6
股权,贵州,撤回,27
股权,云南,不限,214
股权,云南,正在进行,2
股权,云南,即将开始,5
股权,云南,已结束,183
股权,云南,中止,14
股权,云南,撤回,10
股权,西藏,不限,9
股权,西藏,正在进行,0
股权,西藏,即将开始,0
股权,西藏,已结束,5
股权,西藏,中止,3
股权,西藏,撤回,1
股权,陕西,不限,238
股权,陕西,正在进行,0
股权,陕西,即将开始,1
股权,陕西,已结束,195
股权,陕西,中止,24
股权,陕西,撤回,18
股权,甘肃,不限,151
股权,甘肃,正在进行,0
股权,甘肃,即将开始,3
股权,甘肃,已结束,101
股权,甘肃,中止,22
股权,甘肃,撤回,25
股权,青海,不限,28
股权,青海,正在进行,0
股权,青海,即将开始,0
股权,青海,已结束,26
股权,青海,中止,1
股权,青海,撤回,1
股权,宁夏,不限,64
股权,宁夏,正在进行,1
股权,宁夏,即将开始,0
股权,宁夏,已结束,59
股权,宁夏,中止,2
股权,宁夏,撤回,2
股权,新疆,不限,84
股权,新疆,正在进行,0
股权,新疆,即将开始,4
股权,新疆,已结束,67
股权,新疆,中止,3
股权,新疆,撤回,10
债权,不限,不限,771
债权,不限,正在进行,4
债权,不限,即将开始,27
债权,不限,已结束,708
债权,不限,中止,4
债权,不限,撤回,28
债权,北京,不限,200
债权,北京,正在进行,0
债权,北京,即将开始,0
债权,北京,已结束,1
债权,北京,中止,0
债权,北京,撤回,1
债权,天津,不限,163
债权,天津,正在进行,0
债权,天津,即将开始,5
债权,天津,已结束,0
债权,天津,中止,0
债权,天津,撤回,0
债权,河北,不限,202
债权,河北,正在进行,0
债权,河北,即将开始,5
债权,河北,已结束,4
债权,河北,中止,1
债权,河北,撤回,2
债权,山西,不限,76
债权,山西,正在进行,0
债权,山西,即将开始,0
债权,山西,已结束,0
债权,山西,中止,0
债权,山西,撤回,0
债权,内蒙古,不限,200
债权,内蒙古,正在进行,0
债权,内蒙古,即将开始,1
债权,内蒙古,已结束,3
债权,内蒙古,中止,0
债权,内蒙古,撤回,0
债权,辽宁,不限,202
债权,辽宁,正在进行,1
债权,辽宁,即将开始,4
债权,辽宁,已结束,33
债权,辽宁,中止,2
债权,辽宁,撤回,0
债权,吉林,不限,102
债权,吉林,正在进行,0
债权,吉林,即将开始,1
债权,吉林,已结束,2
债权,吉林,中止,0
债权,吉林,撤回,0
债权,黑龙江,不限,74
债权,黑龙江,正在进行,0
债权,黑龙江,即将开始,0
债权,黑龙江,已结束,0
债权,黑龙江,中止,0
债权,黑龙江,撤回,0
债权,上海,不限,178
债权,上海,正在进行,0
债权,上海,即将开始,9
债权,上海,已结束,2
债权,上海,中止,0
债权,上海,撤回,0
债权,江苏,不限,453
债权,江苏,正在进行,3
债权,江苏,即将开始,43
债权,江苏,已结束,302
债权,江苏,中止,1
债权,江苏,撤回,2
债权,浙江,不限,223
债权,浙江,正在进行,6
债权,浙江,即将开始,20
债权,浙江,已结束,46
债权,浙江,中止,0
债权,浙江,撤回,3
债权,安徽,不限,7
债权,安徽,正在进行,0
债权,安徽,即将开始,0
债权,安徽,已结束,7
债权,安徽,中止,0
债权,安徽,撤回,0
债权,福建,不限,19
债权,福建,正在进行,0
债权,福建,即将开始,0
债权,福建,已结束,18
债权,福建,中止,0
债权,福建,撤回,1
债权,江西,不限,3
债权,江西,正在进行,0
债权,江西,即将开始,0
债权,江西,已结束,3
债权,江西,中止,0
债权,江西,撤回,0
债权,山东,不限,115
债权,山东,正在进行,0
债权,山东,即将开始,3
债权,山东,已结束,108
债权,山东,中止,0
债权,山东,撤回,4
债权,河南,不限,24
债权,河南,正在进行,0
债权,河南,即将开始,1
债权,河南,已结束,21
债权,河南,中止,0
债权,河南,撤回,2
债权,湖北,不限,0
债权,湖北,正在进行,0
债权,湖北,即将开始,0
债权,湖北,已结束,0
债权,湖北,中止,0
债权,湖北,撤回,0
债权,湖南,不限,20
债权,湖南,正在进行,0
债权,湖南,即将开始,1
债权,湖南,已结束,18
债权,湖南,中止,0
债权,湖南,撤回,1
债权,广东,不限,23
债权,广东,正在进行,0
债权,广东,即将开始,1
债权,广东,已结束,22
债权,广东,中止,0
债权,广东,撤回,0
债权,广西,不限,8
债权,广西,正在进行,0
债权,广西,即将开始,0
债权,广西,已结束,7
债权,广西,中止,0
债权,广西,撤回,1
债权,海南,不限,0
债权,海南,正在进行,0
债权,海南,即将开始,0
债权,海南,已结束,0
债权,海南,中止,0
债权,海南,撤回,0
债权,重庆,不限,1
债权,重庆,正在进行,0
债权,重庆,即将开始,0
债权,重庆,已结束,1
债权,重庆,中止,0
债权,重庆,撤回,0
债权,四川,不限,11
债权,四川,正在进行,0
债权,四川,即将开始,0
债权,四川,已结束,11
债权,四川,中止,0
债权,四川,撤回,0
债权,贵州,不限,10
债权,贵州,正在进行,0
债权,贵州,即将开始,0
债权,贵州,已结束,10
债权,贵州,中止,0
债权,贵州,撤回,0
债权,云南,不限,6
债权,云南,正在进行,0
债权,云南,即将开始,0
债权,云南,已结束,6
债权,云南,中止,0
债权,云南,撤回,0
债权,西藏,不限,0
债权,西藏,正在进行,0
债权,西藏,即将开始,0
债权,西藏,已结束,0
债权,西藏,中止,0
债权,西藏,撤回,0
债权,陕西,不限,2
债权,陕西,正在进行,0
债权,陕西,即将开始,0
债权,陕西,已结束,2
债权,陕西,中止,0
债权,陕西,撤回,0
债权,甘肃,不限,0
债权,甘肃,正在进行,0
债权,甘肃,即将开始,0
债权,甘肃,已结束,0
债权,甘肃,中止,0
债权,甘肃,撤回,0
债权,青海,不限,92
债权,青海,正在进行,0
债权,青海,即将开始,0
债权,青海,已结束,81
债权,青海,中止,0
债权,青海,撤回,11
债权,宁夏,不限,0
债权,宁夏,正在进行,0
债权,宁夏,即将开始,0
债权,宁夏,已结束,0
债权,宁夏,中止,0
债权,宁夏,撤回,0
债权,新疆,不限,0
债权,新疆,正在进行,0
债权,新疆,即将开始,0
债权,新疆,已结束,0
债权,新疆,中止,0
债权,新疆,撤回,0
林权,不限,不限,5075
林权,不限,正在进行,60
林权,不限,即将开始,131
林权,不限,已结束,4481
林权,不限,中止,120
林权,不限,撤回,283
林权,北京,不限,0
林权,北京,正在进行,0
林权,北京,即将开始,0
林权,北京,已结束,0
林权,北京,中止,0
林权,北京,撤回,0
林权,天津,不限,0
林权,天津,正在进行,0
林权,天津,即将开始,0
林权,天津,已结束,0
林权,天津,中止,0
林权,天津,撤回,0
林权,河北,不限,28
林权,河北,正在进行,1
林权,河北,即将开始,0
林权,河北,已结束,26
林权,河北,中止,1
林权,河北,撤回,0
林权,山西,不限,13
林权,山西,正在进行,1
林权,山西,即将开始,1
林权,山西,已结束,10
林权,山西,中止,0
林权,山西,撤回,1
林权,内蒙古,不限,169
林权,内蒙古,正在进行,1
林权,内蒙古,即将开始,8
林权,内蒙古,已结束,147
林权,内蒙古,中止,3
林权,内蒙古,撤回,10
林权,辽宁,不限,97
林权,辽宁,正在进行,0
林权,辽宁,即将开始,1
林权,辽宁,已结束,69
林权,辽宁,中止,0
林权,辽宁,撤回,4
林权,吉林,不限,279
林权,吉林,正在进行,0
林权,吉林,即将开始,28
林权,吉林,已结束,232
林权,吉林,中止,6
林权,吉林,撤回,13
林权,黑龙江,不限,286
林权,黑龙江,正在进行,1
林权,黑龙江,即将开始,8
林权,黑龙江,已结束,251
林权,黑龙江,中止,6
林权,黑龙江,撤回,14
林权,上海,不限,0
林权,上海,正在进行,0
林权,上海,即将开始,0
林权,上海,已结束,0
林权,上海,中止,0
林权,上海,撤回,0
林权,江苏,不限,78
林权,江苏,正在进行,2
林权,江苏,即将开始,2
林权,江苏,已结束,71
林权,江苏,中止,1
林权,江苏,撤回,2
林权,浙江,不限,124
林权,浙江,正在进行,1
林权,浙江,即将开始,3
林权,浙江,已结束,105
林权,浙江,中止,5
林权,浙江,撤回,10
林权,安徽,不限,183
林权,安徽,正在进行,4
林权,安徽,即将开始,4
林权,安徽,已结束,166
林权,安徽,中止,1
林权,安徽,撤回,8
林权,福建,不限,1336
林权,福建,正在进行,17
林权,福建,即将开始,10
林权,福建,已结束,1190
林权,福建,中止,25
林权,福建,撤回,94
林权,江西,不限,440
林权,江西,正在进行,3
林权,江西,即将开始,17
林权,江西,已结束,389
林权,江西,中止,18
林权,江西,撤回,13
林权,山东,不限,42
林权,山东,正在进行,0
林权,山东,即将开始,1
林权,山东,已结束,37
林权,山东,中止,2
林权,山东,撤回,2
林权,河南,不限,162
林权,河南,正在进行,1
林权,河南,即将开始,2
林权,河南,已结束,148
林权,河南,中止,4
林权,河南,撤回,7
林权,湖北,不限,126
林权,湖北,正在进行,1
林权,湖北,即将开始,0
林权,湖北,已结束,121
林权,湖北,中止,0
林权,湖北,撤回,4
林权,湖南,不限,119
林权,湖南,正在进行,0
林权,湖南,即将开始,6
林权,湖南,已结束,102
林权,湖南,中止,3
林权,湖南,撤回,8
林权,广东,不限,323
林权,广东,正在进行,2
林权,广东,即将开始,4
林权,广东,已结束,294
林权,广东,中止,5
林权,广东,撤回,18
林权,广西,不限,200
林权,广西,正在进行,3
林权,广西,即将开始,3
林权,广西,已结束,150
林权,广西,中止,7
林权,广西,撤回,37
林权,海南,不限,22
林权,海南,正在进行,0
林权,海南,即将开始,0
林权,海南,已结束,20
林权,海南,中止,1
林权,海南,撤回,1
林权,重庆,不限,36
林权,重庆,正在进行,0
林权,重庆,即将开始,0
林权,重庆,已结束,30
林权,重庆,中止,6
林权,重庆,撤回,0
林权,四川,不限,174
林权,四川,正在进行,1
林权,四川,即将开始,5
林权,四川,已结束,157
林权,四川,中止,6
林权,四川,撤回,5
林权,贵州,不限,81
林权,贵州,正在进行,1
林权,贵州,即将开始,1
林权,贵州,已结束,77
林权,贵州,中止,0
林权,贵州,撤回,2
林权,云南,不限,665
林权,云南,正在进行,17
林权,云南,即将开始,23
林权,云南,已结束,590
林权,云南,中止,17
林权,云南,撤回,18
林权,西藏,不限,0
林权,西藏,正在进行,0
林权,西藏,即将开始,0
林权,西藏,已结束,0
林权,西藏,中止,0
林权,西藏,撤回,0
林权,陕西,不限,10
林权,陕西,正在进行,0
林权,陕西,即将开始,1
林权,陕西,已结束,9
林权,陕西,中止,0
林权,陕西,撤回,0
林权,甘肃,不限,62
林权,甘肃,正在进行,1
林权,甘肃,即将开始,0
林权,甘肃,已结束,49
林权,甘肃,中止,2
林权,甘肃,撤回,10
林权,青海,不限,3
林权,青海,正在进行,0
林权,青海,即将开始,0
林权,青海,已结束,3
林权,青海,中止,0
林权,青海,撤回,0
林权,宁夏,不限,7
林权,宁夏,正在进行,0
林权,宁夏,即将开始,0
林权,宁夏,已结束,7
林权,宁夏,中止,0
林权,宁夏,撤回,0
林权,新疆,不限,39
林权,新疆,正在进行,2
林权,新疆,即将开始,3
林权,新疆,已结束,31
林权,新疆,中止,1
林权,新疆,撤回,2
矿权,不限,不限,890
矿权,不限,正在进行,4
矿权,不限,即将开始,19
矿权,不限,已结束,721
矿权,不限,中止,71
矿权,不限,撤回,75
矿权,北京,不限,2
矿权,北京,正在进行,0
矿权,北京,即将开始,0
矿权,北京,已结束,2
矿权,北京,中止,0
矿权,北京,撤回,0
矿权,天津,不限,3
矿权,天津,正在进行,0
矿权,天津,即将开始,0
矿权,天津,已结束,3
矿权,天津,中止,0
矿权,天津,撤回,0
矿权,河北,不限,14
矿权,河北,正在进行,0
矿权,河北,即将开始,0
矿权,河北,已结束,13
矿权,河北,中止,1
矿权,河北,撤回,0
矿权,山西,不限,7
矿权,山西,正在进行,0
矿权,山西,即将开始,0
矿权,山西,已结束,7
矿权,山西,中止,0
矿权,山西,撤回,0
矿权,内蒙古,不限,84
矿权,内蒙古,正在进行,1
矿权,内蒙古,即将开始,2
矿权,内蒙古,已结束,56
矿权,内蒙古,中止,19
矿权,内蒙古,撤回,6
矿权,辽宁,不限,2
矿权,辽宁,正在进行,0
矿权,辽宁,即将开始,0
矿权,辽宁,已结束,2
矿权,辽宁,中止,0
矿权,辽宁,撤回,0
矿权,吉林,不限,17
矿权,吉林,正在进行,0
矿权,吉林,即将开始,0
矿权,吉林,已结束,8
矿权,吉林,中止,2
矿权,吉林,撤回,7
矿权,黑龙江,不限,11
矿权,黑龙江,正在进行,0
矿权,黑龙江,即将开始,0
矿权,黑龙江,已结束,11
矿权,黑龙江,中止,0
矿权,黑龙江,撤回,0
矿权,上海,不限,0
矿权,上海,正在进行,0
矿权,上海,即将开始,0
矿权,上海,已结束,0
矿权,上海,中止,0
矿权,上海,撤回,0
矿权,江苏,不限,1
矿权,江苏,正在进行,0
矿权,江苏,即将开始,0
矿权,江苏,已结束,1
矿权,江苏,中止,0
矿权,江苏,撤回,0
矿权,浙江,不限,17
矿权,浙江,正在进行,0
矿权,浙江,即将开始,1
矿权,浙江,已结束,13
矿权,浙江,中止,1
矿权,浙江,撤回,2
矿权,安徽,不限,9
矿权,安徽,正在进行,0
矿权,安徽,即将开始,0
矿权,安徽,已结束,9
矿权,安徽,中止,0
矿权,安徽,撤回,0
矿权,福建,不限,28
矿权,福建,正在进行,0
矿权,福建,即将开始,0
矿权,福建,已结束,27
矿权,福建,中止,0
矿权,福建,撤回,1
矿权,江西,不限,35
矿权,江西,正在进行,0
矿权,江西,即将开始,1
矿权,江西,已结束,31
矿权,江西,中止,0
矿权,江西,撤回,3
矿权,山东,不限,22
矿权,山东,正在进行,0
矿权,山东,即将开始,0
矿权,山东,已结束,21
矿权,山东,中止,0
矿权,山东,撤回,1
矿权,河南,不限,61
矿权,河南,正在进行,0
矿权,河南,即将开始,0
矿权,河南,已结束,46
矿权,河南,中止,11
矿权,河南,撤回,4
矿权,湖北,不限,10
矿权,湖北,正在进行,0
矿权,湖北,即将开始,0
矿权,湖北,已结束,9
矿权,湖北,中止,0
矿权,湖北,撤回,1
矿权,湖南,不限,33
矿权,湖南,正在进行,0
矿权,湖南,即将开始,0
矿权,湖南,已结束,26
矿权,湖南,中止,4
矿权,湖南,撤回,3
矿权,广东,不限,26
矿权,广东,正在进行,0
矿权,广东,即将开始,0
矿权,广东,已结束,25
矿权,广东,中止,0
矿权,广东,撤回,1
矿权,广西,不限,39
矿权,广西,正在进行,1
矿权,广西,即将开始,3
矿权,广西,已结束,32
矿权,广西,中止,0
矿权,广西,撤回,3
矿权,海南,不限,3
矿权,海南,正在进行,0
矿权,海南,即将开始,1
矿权,海南,已结束,1
矿权,海南,中止,0
矿权,海南,撤回,1
矿权,重庆,不限,3
矿权,重庆,正在进行,0
矿权,重庆,即将开始,0
矿权,重庆,已结束,3
矿权,重庆,中止,0
矿权,重庆,撤回,0
矿权,四川,不限,54
矿权,四川,正在进行,0
矿权,四川,即将开始,1
矿权,四川,已结束,40
矿权,四川,中止,4
矿权,四川,撤回,9
矿权,贵州,不限,241
矿权,贵州,正在进行,2
矿权,贵州,即将开始,5
矿权,贵州,已结束,198
矿权,贵州,中止,16
矿权,贵州,撤回,20
矿权,云南,不限,67
矿权,云南,正在进行,0
矿权,云南,即将开始,0
矿权,云南,已结束,59
矿权,云南,中止,5
矿权,云南,撤回,3
矿权,西藏,不限,3
矿权,西藏,正在进行,0
矿权,西藏,即将开始,1
矿权,西藏,已结束,2
矿权,西藏,中止,0
矿权,西藏,撤回,0
矿权,陕西,不限,32
矿权,陕西,正在进行,0
矿权,陕西,即将开始,2
矿权,陕西,已结束,23
矿权,陕西,中止,7
矿权,陕西,撤回,0
矿权,甘肃,不限,33
矿权,甘肃,正在进行,0
矿权,甘肃,即将开始,1
矿权,甘肃,已结束,25
矿权,甘肃,中止,1
矿权,甘肃,撤回,6
矿权,青海,不限,25
矿权,青海,正在进行,0
矿权,青海,即将开始,0
矿权,青海,已结束,22
矿权,青海,中止,0
矿权,青海,撤回,3
矿权,宁夏,不限,0
矿权,宁夏,正在进行,0
矿权,宁夏,即将开始,0
矿权,宁夏,已结束,0
矿权,宁夏,中止,0
矿权,宁夏,撤回,0
矿权,新疆,不限,8
矿权,新疆,正在进行,0
矿权,新疆,即将开始,1
矿权,新疆,已结束,6
矿权,新疆,中止,0
矿权,新疆,撤回,1
土地,不限,不限,49669
土地,不限,正在进行,224
土地,不限,即将开始,930
土地,不限,已结束,41507
土地,不限,中止,2826
土地,不限,撤回,4182
土地,北京,不限,75
土地,北京,正在进行,0
土地,北京,即将开始,0
土地,北京,已结束,36
土地,北京,中止,10
土地,北京,撤回,13
土地,天津,不限,210
土地,天津,正在进行,1
土地,天津,即将开始,5
土地,天津,已结束,163
土地,天津,中止,18
土地,天津,撤回,22
土地,河北,不限,985
土地,河北,正在进行,3
土地,河北,即将开始,19
土地,河北,已结束,747
土地,河北,中止,89
土地,河北,撤回,124
土地,山西,不限,509
土地,山西,正在进行,3
土地,山西,即将开始,13
土地,山西,已结束,414
土地,山西,中止,43
土地,山西,撤回,36
土地,内蒙古,不限,1465
土地,内蒙古,正在进行,3
土地,内蒙古,即将开始,27
土地,内蒙古,已结束,1283
土地,内蒙古,中止,48
土地,内蒙古,撤回,95
土地,辽宁,不限,425
土地,辽宁,正在进行,2
土地,辽宁,即将开始,10
土地,辽宁,已结束,356
土地,辽宁,中止,20
土地,辽宁,撤回,23
土地,吉林,不限,1133
土地,吉林,正在进行,4
土地,吉林,即将开始,19
土地,吉林,已结束,971
土地,吉林,中止,57
土地,吉林,撤回,69
土地,黑龙江,不限,820
土地,黑龙江,正在进行,2
土地,黑龙江,即将开始,8
土地,黑龙江,已结束,675
土地,黑龙江,中止,45
土地,黑龙江,撤回,81
土地,上海,不限,35
土地,上海,正在进行,0
土地,上海,即将开始,1
土地,上海,已结束,18
土地,上海,中止,5
土地,上海,撤回,3
土地,江苏,不限,4294
土地,江苏,正在进行,9
土地,江苏,即将开始,34
土地,江苏,已结束,3754
土地,江苏,中止,215
土地,江苏,撤回,282
土地,浙江,不限,6366
土地,浙江,正在进行,1
土地,浙江,即将开始,25
土地,浙江,已结束,5798
土地,浙江,中止,187
土地,浙江,撤回,342
土地,安徽,不限,1534
土地,安徽,正在进行,12
土地,安徽,即将开始,25
土地,安徽,已结束,1310
土地,安徽,中止,79
土地,安徽,撤回,108
土地,福建,不限,2178
土地,福建,正在进行,10
土地,福建,即将开始,32
土地,福建,已结束,1877
土地,福建,中止,91
土地,福建,撤回,168
土地,江西,不限,1230
土地,江西,正在进行,5
土地,江西,即将开始,23
土地,江西,已结束,974
土地,江西,中止,104
土地,江西,撤回,124
